ID,Name,Surname,Category,Interests,Mentor_ID,Rating
928,Fatma,Şahin,Sanat,"Film Yapımı ve Sinematografi, Tiyatro ve Drama, Fotoğrafçılık",20263,2
929,Yusuf,Karaduman,Hukuk,"İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku",30527,2
930,Mehmet,Öztürk,Yemek,"Tatlı, Vejetaryen Mutfak, Izgara Yemekler",27393,2
931,Emre,Yılmaz,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku",20574,3
932,Ali,Kaya,Hukuk,"Gayrimenkul ve Emlak Hukuku, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı",31480,4
933,Yusuf,Kılıç,Spor,"Yoga, Basketbol, Pilates",27820,4
934,Emre,Aydın,Spor,"Yoga, Fitness, Tenis",24645,3
935,Yusuf,Yıldız,Yemek,"Deniz Ürünleri, Moleküler Gastronomi, Izgara Yemekler",35395,2
936,Yusuf,Şahin,Edebiyat,"Felsefe, Roman Yazımı, Bilim Kurgu",30065,2
937,Elif,Kılıç,Müzik,"Elektronik Müzik, Halk Müziği, Jazz Müzik",27737,3
938,Ali,Yıldız,Sağlık,"Psikoloji, Bitkisel Tedaviler, Yoga",36431,4
939,Fatma,Kaya,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Moda Tasarımı",20749,4
940,Ahmet,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri, İç Mekan Tasarımı",34029,2
941,Elif,Kaya,Spor,"Fitness, Yoga, Pilates",33259,3
942,Ayşe,Demir,Edebiyat,"Bilim Kurgu, Drama, Felsefe",37820,2
943,Veli,Kaya,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, Geleneksel Mutfaklar",36589,2
944,Ahmet,Demir,Hukuk,"Gayrimenkul ve Emlak Hukuku, Ticaret ve Şirket Hukuku, Fikri Mülkiyet Hukuku",22860,2
945,Veli,Şahin,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Grafik Tasarım",36155,2
946,Veli,Şahin,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Resim ve Çizim",34624,3
947,Ahmet,Çelik,Sağlık,"Yoga, Meditasyon, Psikoloji",36644,2
948,Seda,Karaduman,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet",28742,4
949,Yusuf,Öztürk,Yemek,"Kafein Kültürü, Deniz Ürünleri, Geleneksel Mutfaklar",35204,5
950,Veli,Aydın,Sağlık,"Psikoloji, Diyet, Meditasyon",31272,1
951,Yusuf,Karaduman,Sanat,"Grafik Tasarım, Fotoğrafçılık, Film Yapımı ve Sinematografi",30071,1
952,Ali,Yılmaz,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Resim ve Çizim",24109,5
953,Ayşe,Yıldız,Yemek,"Deniz Ürünleri, Tatlı, İtalyan Mutfağı",25854,3
954,Seda,Demir,Mimar,"Restorasyon, Ofis Yapıları, Parklar",21243,4
955,Mehmet,Kılıç,Yemek,"Moleküler Gastronomi, Vejetaryen Mutfak, Geleneksel Mutfaklar",38868,1
956,Veli,Yılmaz,Mimar,"Parklar, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik",35285,3
957,Mehmet,Şahin,Spor,"Yoga, Yamaç Paraşütü, Voleybol",25205,3
958,Ali,Kılıç,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet",34364,5
959,Yusuf,Çelik,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, İtalyan Mutfağı",39925,4
960,Seda,Kaya,Müzik,"Jazz Müzik, Rock Müzik, Pop Müzik",29557,1
961,Emre,Demir,Spor,"Bisiklet, Basketbol, Fitness",26810,3
962,Ali,Kılıç,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Moda Tasarımı",24866,1
963,Ahmet,Kaya,Sağlık,"Meditasyon, Bitkisel Tedaviler, Diyet",23751,3
964,Mehmet,Aydın,Mimar,"Peyzaj Tasarımı, İç Mekan Tasarımı, Parklar",24822,5
965,Yusuf,Kaya,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Resim ve Çizim",20712,5
966,Ahmet,Karaduman,Sağlık,"Psikoloji, Diyet, Bitkisel Tedaviler",31211,1
967,Fatma,Demir,Sanat,"Grafik Tasarım, Moda Tasarımı, Fotoğrafçılık",35611,2
968,Ayşe,Öztürk,Spor,"Yüzme, Basketbol, Fitness",31772,1
969,Ayşe,Yıldız,Sanat,"Grafik Tasarım, Moda Tasarımı, Tiyatro ve Drama",28524,3
970,Ali,Yıldız,Hukuk,"Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları",26495,2
971,Emre,Şahin,Spor,"Basketbol, Voleybol, Tenis",35791,2
972,Ahmet,Şahin,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, Anayasa Hukuku ve İnsan Hakları",33058,2
973,Emre,Demir,Hukuk,"Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku",24853,3
974,Emre,Öztürk,Mimar,"Restorasyon, Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri",29009,3
975,Fatma,Çelik,Müzik,"Rock Müzik, Halk Müziği, Metal Müzik",36015,4
976,Ayşe,Çelik,Edebiyat,"Felsefe, Fantastik Kurgu, Biyografi",24902,4
977,Yusuf,Kaya,Mimar,"Ofis Yapıları, Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı",26519,1
978,Ahmet,Öztürk,Edebiyat,"Çocuk Edebiyatı, Bilim Kurgu, Roman Yazımı",28624,4
979,Yusuf,Kılıç,Spor,"Futbol, Yoga, Yamaç Paraşütü",26731,5
980,Yusuf,Yıldız,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Tatlı",39202,5
981,Seda,Öztürk,Sanat,"Grafik Tasarım, Resim ve Çizim, Dans ve Performans Sanatları",34457,4
982,Ayşe,Aydın,Teknoloji,"Veri Bilimi ve Analitik, İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri",25493,3
983,Yusuf,Kılıç,Teknoloji,"Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme, İnternet of Things (IoT)",39280,4
984,Emre,Karaduman,Hukuk,"Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları",23325,2
985,Ayşe,Çelik,Edebiyat,"Biyografi, Çocuk Edebiyatı, Drama",24053,5
986,Ahmet,Karaduman,Spor,"Yamaç Paraşütü, Futbol, Tenis",21200,2
987,Elif,Karaduman,Sağlık,"Diyet, Meditasyon, Bitkisel Tedaviler",39811,4
988,Emre,Karaduman,Sağlık,"Diyet, Yoga, Meditasyon",29491,3
989,Elif,Kılıç,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Tatlı",30638,5
990,Mehmet,Kaya,Müzik,"Rap, Klasik Müzik, Elektronik Müzik",22605,1
991,Veli,Aydın,Edebiyat,"Tarih, Roman Yazımı, Çocuk Edebiyatı",38930,5
992,Ahmet,Yılmaz,Spor,"Pilates, Yoga, Fitness",31045,1
993,Seda,Kılıç,Sağlık,"Meditasyon, Psikoloji, Diyet",23317,5
994,Ahmet,Aydın,Yemek,"Izgara Yemekler, Kafein Kültürü, Vejetaryen Mutfak",32339,5
995,Fatma,Yıldız,Edebiyat,"Deneme, Bilim Kurgu, Tarih",27123,2
996,Seda,Yıldız,Edebiyat,"Roman Yazımı, Biyografi, Fantastik Kurgu",28315,3
997,Emre,Yılmaz,Müzik,"Klasik Müzik, Halk Müziği, Metal Müzik",36927,4
998,Elif,Demir,Spor,"Yoga, Voleybol, Fitness",20045,1
999,Ahmet,Karaduman,Edebiyat,"Biyografi, Tiyatro, Tarih",35627,3
1000,Elif,Şahin,Müzik,"Jazz Müzik, Klasik Müzik, Elektronik Müzik",32827,2
1001,Mehmet,Yılmaz,Teknoloji,"Mobil Uygulama Geliştirme, Oyun Geliştirme, Bulut Bilişim ve Büyük Veri",30407,3
1002,Ayşe,Yılmaz,Mimar,"Restorasyon, Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri",23258,2
1003,Ayşe,Şahin,Sanat,"Moda Tasarımı, Grafik Tasarım, Film Yapımı ve Sinematografi",33620,1
1004,Ahmet,Öztürk,Sanat,"Moda Tasarımı, Fotoğrafçılık, Film Yapımı ve Sinematografi",38546,2
1005,Ahmet,Şahin,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler",29014,5
1006,Veli,Aydın,Mimar,"Endüstriyel Tasarım, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler",23401,2
1007,Ahmet,Aydın,Yemek,"Fransız Mutfağı, Izgara Yemekler, Tatlı",37634,3
1008,Emre,Kılıç,Edebiyat,"Şiir, Felsefe, Makale",31896,1
1009,Yusuf,Şahin,Yemek,"Izgara Yemekler, Moleküler Gastronomi, Tatlı",25094,3
1010,Veli,Kılıç,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Vejetaryen Mutfak",37116,5
1011,Mehmet,Karaduman,Spor,"Bisiklet, Basketbol, Voleybol",28719,3
1012,Emre,Demir,Mimar,"İç Mekan Tasarımı, Endüstriyel Tasarım, Ofis Yapıları",33059,4
1013,Seda,Kaya,Teknoloji,"İnternet of Things (IoT), Web Geliştirme, Otomasyon ve Robotik",36146,4
1014,Fatma,Aydın,Sanat,"Grafik Tasarım, Resim ve Çizim, Tiyatro ve Drama",26708,5
1015,Yusuf,Öztürk,Spor,"Pilates, Yoga, Voleybol",28386,2
1016,Elif,Öztürk,Müzik,"Rap, Klasik Müzik, Halk Müziği",34467,4
1017,Veli,Karaduman,Spor,"Yoga, Tenis, Bisiklet",39720,4
1018,Ahmet,Şahin,Edebiyat,"Makale, Drama, Roman Yazımı",33868,3
1019,Emre,Şahin,Edebiyat,"Tarih, Şiir, Tiyatro",36559,4
1020,Yusuf,Aydın,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı",32038,1
1021,Fatma,Karaduman,Hukuk,"Ceza Hukuku ve Adli Yargı, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku",23654,4
1022,Yusuf,Yıldız,Spor,"Yüzme, Pilates, Yamaç Paraşütü",38561,3
1023,Mehmet,Öztürk,Müzik,"Jazz Müzik, Pop Müzik, Halk Müziği",24526,4
1024,Emre,Öztürk,Sanat,"Grafik Tasarım, Resim ve Çizim, Tiyatro ve Drama",21792,2
1025,Elif,Aydın,Spor,"Voleybol, Bisiklet, Fitness",39663,1
1026,Ali,Yıldız,Müzik,"Elektronik Müzik, Halk Müziği, Rock Müzik",22540,2
1027,Ali,Yılmaz,Teknoloji,"Web Geliştirme, Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi",33092,3
1028,Emre,Kılıç,Sağlık,"Psikoloji, Meditasyon, Yoga",20182,1
1029,Ali,Demir,Edebiyat,"Çocuk Edebiyatı, Felsefe, Roman Yazımı",25905,5
1030,Veli,Kılıç,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Siber Güvenlik",33913,3
1031,Ali,Öztürk,Sanat,"Fotoğrafçılık, Grafik Tasarım, Tiyatro ve Drama",34855,3
1032,Ayşe,Aydın,Sanat,"Moda Tasarımı, Fotoğrafçılık, Film Yapımı ve Sinematografi",39684,1
1033,Seda,Kılıç,Yemek,"Kafein Kültürü, Vejetaryen Mutfak, Fransız Mutfağı",28084,1
1034,Ayşe,Karaduman,Spor,"Voleybol, Basketbol, Yüzme",37017,1
1035,Elif,Çelik,Edebiyat,"Bilim Kurgu, Drama, Şiir",25565,2
1036,Mehmet,Kaya,Spor,"Yamaç Paraşütü, Basketbol, Pilates",34420,4
1037,Mehmet,Öztürk,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Film Yapımı ve Sinematografi",26191,2
1038,Emre,Demir,Edebiyat,"Felsefe, Deneme, Bilim Kurgu",29214,1
1039,Mehmet,Öztürk,Sağlık,"Yoga, Bitkisel Tedaviler, Psikoloji",34404,4
1040,Elif,Kaya,Teknoloji,"Bulut Bilişim ve Büyük Veri, Siber Güvenlik, Otomasyon ve Robotik",38622,1
1041,Mehmet,Şahin,Hukuk,"İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları, Fikri Mülkiyet Hukuku",37588,4
1042,Mehmet,Karaduman,Edebiyat,"Tiyatro, Felsefe, Bilim Kurgu",33597,1
1043,Elif,Yılmaz,Sanat,"Moda Tasarımı, Tiyatro ve Drama, Resim ve Çizim",21182,4
1044,Seda,Yılmaz,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Tatlı",37754,3
1045,Elif,Çelik,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Dans ve Performans Sanatları",26589,4
1046,Fatma,Demir,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Ofis Yapıları, Parklar",21371,1
1047,Yusuf,Kaya,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Dans ve Performans Sanatları",36313,3
1048,Yusuf,Yılmaz,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Moda Tasarımı",36573,5
1049,Fatma,Kılıç,Hukuk,"Gayrimenkul ve Emlak Hukuku, Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları",26495,1
1050,Fatma,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları",23298,4
1051,Ayşe,Kaya,Sanat,"Resim ve Çizim, Fotoğrafçılık, Film Yapımı ve Sinematografi",35180,4
1052,Mehmet,Kılıç,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları",26482,3
1053,Veli,Öztürk,Edebiyat,"Şiir, Drama, Çocuk Edebiyatı",31018,1
1054,Emre,Kaya,Sağlık,"Meditasyon, Diyet, Yoga",33490,4
1055,Ayşe,Öztürk,Mimar,"Endüstriyel Tasarım, Mimari Teori ve Eleştiri, Ulaşım ve Altyapı Tasarımı",37678,5
1056,Ayşe,Şahin,Spor,"Yoga, Yüzme, Futbol",31527,5
1057,Fatma,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku",25576,3
1058,Seda,Şahin,Müzik,"Jazz Müzik, Pop Müzik, Klasik Müzik",24215,3
1059,Ahmet,Çelik,Müzik,"Klasik Müzik, Rock Müzik, Elektronik Müzik",27104,2
1060,Yusuf,Aydın,Yemek,"Geleneksel Mutfaklar, Izgara Yemekler, Deniz Ürünleri",24504,5
1061,Mehmet,Demir,Yemek,"Fransız Mutfağı, Tatlı, Deniz Ürünleri",20812,3
1062,Ayşe,Çelik,Sağlık,"Diyet, Yoga, Bitkisel Tedaviler",22198,4
1063,Elif,Yıldız,Spor,"Tenis, Bisiklet, Yoga",39934,3
1064,Ayşe,Aydın,Spor,"Pilates, Yüzme, Basketbol",20617,4
1065,Fatma,Kaya,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Yazılım Geliştirme",20364,4
1066,Ahmet,Aydın,Müzik,"Rock Müzik, Pop Müzik, Klasik Müzik",28655,3
1067,Emre,Kılıç,Edebiyat,"Çocuk Edebiyatı, Deneme, Drama",32091,3
1068,Yusuf,Aydın,Müzik,"Elektronik Müzik, Rap, Metal Müzik",22540,3
1069,Ali,Çelik,Edebiyat,"Fantastik Kurgu, Biyografi, Deneme",38086,3
1070,Ahmet,Yılmaz,Teknoloji,"Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi, Siber Güvenlik",35977,1
1071,Yusuf,Kaya,Hukuk,"İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları, Uluslararası Hukuk ve Diplomasi",23985,1
1072,Fatma,Demir,Yemek,"Geleneksel Mutfaklar, Tatlı, Deniz Ürünleri",29315,2
1073,Veli,Öztürk,Sağlık,"Yoga, Diyet, Meditasyon",36990,4
1074,Veli,Aydın,Yemek,"Fransız Mutfağı, Tatlı, Izgara Yemekler",39400,3
1075,Fatma,Yılmaz,Edebiyat,"Deneme, Biyografi, Roman Yazımı",25102,2
1076,Emre,Yılmaz,Sağlık,"Yoga, Meditasyon, Bitkisel Tedaviler",37807,5
1077,Seda,Yılmaz,Spor,"Yoga, Basketbol, Voleybol",21567,3
1078,Ali,Aydın,Teknoloji,"Siber Güvenlik, İnternet of Things (IoT), Yapay Zeka ve Makine Öğrenimi",37126,1
1079,Yusuf,Kılıç,Edebiyat,"Biyografi, Drama, Deneme",32920,5
1080,Ahmet,Kaya,Müzik,"Pop Müzik, Klasik Müzik, Metal Müzik",36520,5
1081,Mehmet,Öztürk,Yemek,"İtalyan Mutfağı, Izgara Yemekler, Geleneksel Mutfaklar",26974,4
1082,Fatma,Kaya,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga",28472,1
1083,Elif,Kılıç,Teknoloji,"İnternet of Things (IoT), Siber Güvenlik, Web Geliştirme",27439,1
1084,Ayşe,Karaduman,Edebiyat,"Bilim Kurgu, Çocuk Edebiyatı, Biyografi",24932,4
1085,Mehmet,Aydın,Spor,"Yoga, Tenis, Pilates",39783,2
1086,Veli,Öztürk,Hukuk,"Ticaret ve Şirket Hukuku, Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları",32999,3
1087,Fatma,Yılmaz,Spor,"Tenis, Bisiklet, Futbol",33030,3
1088,Fatma,Çelik,Mimar,"Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler, Restorasyon",39835,3
1089,Veli,Öztürk,Teknoloji,"Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme, Bulut Bilişim ve Büyük Veri",22164,5
1090,Veli,Çelik,Müzik,"Jazz Müzik, Pop Müzik, Rap",20444,1
1091,Ali,Çelik,Hukuk,"İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku, Gayrimenkul ve Emlak Hukuku",31967,2
1092,Ayşe,Kaya,Müzik,"Rap, Metal Müzik, Rock Müzik",34354,3
1093,Elif,Yıldız,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Peyzaj Tasarımı, Restorasyon",27315,3
1094,Yusuf,Şahin,Yemek,"Tatlı, İtalyan Mutfağı, Izgara Yemekler",22740,5
1095,Mehmet,Kaya,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku",26856,3
1096,Veli,Çelik,Edebiyat,"Makale, Çocuk Edebiyatı, Roman Yazımı",20771,4
1097,Mehmet,Yıldız,Müzik,"Halk Müziği, Rap, Elektronik Müzik",39730,4
1098,Seda,Kaya,Sağlık,"Psikoloji, Bitkisel Tedaviler, Yoga",24316,2
1099,Veli,Şahin,Edebiyat,"Deneme, Şiir, Bilim Kurgu",24324,5
1100,Elif,Kılıç,Sağlık,"Diyet, Meditasyon, Bitkisel Tedaviler",33281,3
1101,Seda,Aydın,Yemek,"Tatlı, İtalyan Mutfağı, Moleküler Gastronomi",25788,2
1102,Veli,Kılıç,Mimar,"Ofis Yapıları, Restorasyon, Peyzaj Tasarımı",33565,4
1103,Mehmet,Yılmaz,Müzik,"Halk Müziği, Elektronik Müzik, Pop Müzik",33234,1
1104,Mehmet,Kaya,Müzik,"Rap, Metal Müzik, Jazz Müzik",20367,4
1105,Elif,Yıldız,Edebiyat,"Şiir, Çocuk Edebiyatı, Bilim Kurgu",25540,5
1106,Ayşe,Yıldız,Mimar,"İç Mekan Tasarımı, Mimari Teori ve Eleştiri, Parklar",27886,1
1107,Ayşe,Demir,Sanat,"Moda Tasarımı, Grafik Tasarım, Resim ve Çizim",31214,2
1108,Seda,Aydın,Yemek,"Fransız Mutfağı, İtalyan Mutfağı, Geleneksel Mutfaklar",20674,1
1109,Yusuf,Yıldız,Mimar,"Mimari Teori ve Eleştiri, Parklar, Restorasyon",28621,2
1110,Ayşe,Kılıç,Hukuk,"Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku",34379,3
1111,Seda,Yılmaz,Sanat,"Moda Tasarımı, Resim ve Çizim, Grafik Tasarım",34395,2
1112,Fatma,Çelik,Yemek,"Kafein Kültürü, Fransız Mutfağı, Moleküler Gastronomi",20297,2
1113,Fatma,Şahin,Hukuk,"Fikri Mülkiyet Hukuku, Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları",21217,3
1114,Emre,Kaya,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme, Otomasyon ve Robotik",20363,5
1115,Mehmet,Demir,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler, Ulaşım ve Altyapı Tasarımı",29963,1
1116,Ali,Öztürk,Müzik,"Rap, Rock Müzik, Metal Müzik",26128,2
1117,Ali,Karaduman,Sanat,"Fotoğrafçılık, Resim ve Çizim, Moda Tasarımı",29289,5
1118,Ali,Kaya,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Parklar",25222,4
1119,Elif,Kılıç,Teknoloji,"Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi, Veri Bilimi ve Analitik",34738,3
1120,Mehmet,Çelik,Teknoloji,"İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri, Yapay Zeka ve Makine Öğrenimi",21488,3
1121,Emre,Aydın,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme",34859,3
1122,Ahmet,Aydın,Spor,"Fitness, Yamaç Paraşütü, Bisiklet",21354,1
1123,Seda,Yılmaz,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga",39488,3
1124,Veli,Çelik,Spor,"Yamaç Paraşütü, Voleybol, Futbol",26751,2
1125,Ahmet,Aydın,Yemek,"Deniz Ürünleri, İtalyan Mutfağı, Geleneksel Mutfaklar",29823,1
1126,Ali,Karaduman,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Deniz Ürünleri",34618,3
1127,Ayşe,Şahin,Mimar,"Endüstriyel Tasarım, Ofis Yapıları, Yapı Teknolojileri ve Malzemeler",25466,3
1128,Elif,Demir,Edebiyat,"Fantastik Kurgu, Deneme, Tiyatro",28582,5
1129,Ayşe,Şahin,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Moda Tasarımı",27278,4
1130,Elif,Yıldız,Spor,"Yamaç Paraşütü, Basketbol, Yoga",38315,4
1131,Ayşe,Öztürk,Müzik,"Halk Müziği, Rap, Rock Müzik",24689,1
1132,Seda,Yılmaz,Hukuk,"Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı",34890,4
1133,Ayşe,Demir,Hukuk,"Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı",22785,1
1134,Yusuf,Yılmaz,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Bulut Bilişim ve Büyük Veri",33003,5
1135,Ali,Çelik,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Film Yapımı ve Sinematografi",31238,4
1136,Veli,Kaya,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga",39850,4
1137,Seda,Kaya,Spor,"Fitness, Voleybol, Yüzme",34221,1
1138,Ahmet,Çelik,Sanat,"Fotoğrafçılık, Grafik Tasarım, Moda Tasarımı",31238,1
1139,Ahmet,Şahin,Edebiyat,"Tarih, Felsefe, Deneme",38822,4
1140,Ali,Kılıç,Mimar,"Restorasyon, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler",38668,3
1141,Fatma,Şahin,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Film Yapımı ve Sinematografi",27033,4
1142,Seda,Karaduman,Edebiyat,"Fantastik Kurgu, Deneme, Drama",37745,3
1143,Ayşe,Şahin,Yemek,"Tatlı, Geleneksel Mutfaklar, İtalyan Mutfağı",22820,3
1144,Ali,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Oyun Geliştirme, Otomasyon ve Robotik",25671,2
1145,Mehmet,Öztürk,Hukuk,"Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku",29837,2
1146,Elif,Şahin,Spor,"Pilates, Yüzme, Fitness",38517,4
1147,Veli,Kılıç,Edebiyat,"Drama, Tiyatro, Biyografi",35132,5
1148,Ali,Yılmaz,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Tiyatro ve Drama",22727,3
1149,Ayşe,Karaduman,Müzik,"Klasik Müzik, Pop Müzik, Metal Müzik",39053,5
1150,Elif,Öztürk,Edebiyat,"Makale, Çocuk Edebiyatı, Felsefe",31532,2
1151,Yusuf,Şahin,Teknoloji,"Veri Bilimi ve Analitik, Siber Güvenlik, İnternet of Things (IoT)",20625,5
1152,Ahmet,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı",34830,2
1153,Ahmet,Şahin,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Oyun Geliştirme",30917,3
1154,Seda,Kaya,Teknoloji,"Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi, Bulut Bilişim ve Büyük Veri",28460,1
1155,Seda,Demir,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme, İnternet of Things (IoT)",26979,3
1156,Ayşe,Karaduman,Müzik,"Elektronik Müzik, Rock Müzik, Jazz Müzik",38754,3
1157,Ahmet,Öztürk,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet",35988,4
1158,Ahmet,Çelik,Yemek,"Deniz Ürünleri, İtalyan Mutfağı, Geleneksel Mutfaklar",37050,2
1159,Veli,Yıldız,Yemek,"Tatlı, Vejetaryen Mutfak, Geleneksel Mutfaklar",37754,4
1160,Veli,Öztürk,Spor,"Voleybol, Yoga, Bisiklet",20588,2
1161,Seda,Çelik,Edebiyat,"Tiyatro, Tarih, Fantastik Kurgu",34264,5
1162,Ahmet,Şahin,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Fotoğrafçılık",22615,5
1163,Seda,Karaduman,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Film Yapımı ve Sinematografi",20984,5
1164,Yusuf,Kılıç,Teknoloji,"Bulut Bilişim ve Büyük Veri, Mobil Uygulama Geliştirme, Web Geliştirme",37311,2
1165,Yusuf,Şahin,Mimar,"Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı, İç Mekan Tasarımı",37672,5
1166,Yusuf,Kılıç,Spor,"Voleybol, Basketbol, Tenis",38394,4
1167,Ali,Öztürk,Mimar,"Ulaşım ve Altyapı Tasarımı, Yapı Teknolojileri ve Malzemeler, Parklar",25007,3
1168,Yusuf,Aydın,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, Fransız Mutfağı",35834,2
1169,Yusuf,Kaya,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Grafik Tasarım",24081,4
1170,Elif,Şahin,Hukuk,"Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku, Ticaret ve Şirket Hukuku",37372,3
1171,Elif,Yıldız,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Tiyatro ve Drama",23460,2
