ID,Name,Surname,Category,Interests
24984,Ali,Kaya,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku"
24985,Seda,Demir,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Film Yapımı ve Sinematografi"
24986,Mehmet,Çelik,Spor,"Fitness, Bisiklet, Futbol"
24987,Mehmet,Karaduman,Sanat,"Moda Tasarımı, Fotoğrafçılık, Film Yapımı ve Sinematografi"
24988,Emre,Şahin,Müzik,"Halk Müziği, Jazz Müzik, Pop Müzik"
24989,Elif,Şahin,Müzik,"Metal Müzik, Jazz Müzik, Pop Müzik"
24990,Ayşe,Demir,Hukuk,"Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları"
24991,Elif,Kaya,Sağlık,"Bitkisel Tedaviler, Meditasyon, Diyet"
24992,Seda,Yıldız,Teknoloji,"Web Geliştirme, Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme"
24993,Ali,Yılmaz,Spor,"Pilates, Futbol, Bisiklet"
24994,Ahmet,Aydın,Yemek,"Kafein Kültürü, Tatlı, Geleneksel Mutfaklar"
24995,Ayşe,Demir,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Fotoğrafçılık"
24996,Mehmet,Kılıç,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Grafik Tasarım"
24997,Seda,Kılıç,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Resim ve Çizim"
24998,Ahmet,Kaya,Sağlık,"Bitkisel Tedaviler, Psikoloji, Yoga"
24999,Elif,Yıldız,Spor,"Futbol, Bisiklet, Yoga"
25000,Mehmet,Kaya,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Vejetaryen Mutfak"
25001,Veli,Yılmaz,Müzik,"Rock Müzik, Elektronik Müzik, Rap"
25002,Ahmet,Yıldız,Hukuk,"Uluslararası Hukuk ve Diplomasi, İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku"
25003,Yusuf,Kılıç,Teknoloji,"Otomasyon ve Robotik, Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi"
25004,Ahmet,Kaya,Yemek,"Geleneksel Mutfaklar, Kafein Kültürü, Izgara Yemekler"
25005,Yusuf,Öztürk,Teknoloji,"Mobil Uygulama Geliştirme, Siber Güvenlik, Oyun Geliştirme"
25006,Emre,Yılmaz,Edebiyat,"Drama, Şiir, Tarih"
25007,Veli,Aydın,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler, Ofis Yapıları"
25008,Yusuf,Şahin,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet"
25009,Elif,Çelik,Edebiyat,"Makale, Biyografi, Çocuk Edebiyatı"
25010,Elif,Yılmaz,Mimar,"Parklar, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı"
25011,Ahmet,Demir,Teknoloji,"Otomasyon ve Robotik, Yazılım Geliştirme, Mobil Uygulama Geliştirme"
25012,Mehmet,Kaya,Spor,"Fitness, Bisiklet, Yamaç Paraşütü"
25013,Mehmet,Karaduman,Hukuk,"İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları"
25014,Seda,Öztürk,Spor,"Voleybol, Pilates, Yüzme"
25015,Fatma,Yılmaz,Mimar,"Peyzaj Tasarımı, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler"
25016,Elif,Şahin,Müzik,"Elektronik Müzik, Pop Müzik, Halk Müziği"
25017,Elif,Yıldız,Sağlık,"Psikoloji, Meditasyon, Diyet"
25018,Seda,Öztürk,Sağlık,"Bitkisel Tedaviler, Yoga, Meditasyon"
25019,Veli,Çelik,Müzik,"Jazz Müzik, Pop Müzik, Rock Müzik"
25020,Veli,Yıldız,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Mobil Uygulama Geliştirme"
25021,Emre,Öztürk,Spor,"Pilates, Bisiklet, Fitness"
25022,Elif,Yıldız,Teknoloji,"Veri Bilimi ve Analitik, Web Geliştirme, Yazılım Geliştirme"
25023,Yusuf,Karaduman,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku"
25024,Ali,Yıldız,Edebiyat,"Çocuk Edebiyatı, Drama, Tarih"
25025,Ali,Yıldız,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Web Geliştirme"
25026,Veli,Demir,Müzik,"Rap, Pop Müzik, Metal Müzik"
25027,Emre,Çelik,Teknoloji,"Mobil Uygulama Geliştirme, Yazılım Geliştirme, Oyun Geliştirme"
25028,Seda,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku"
25029,Ayşe,Yıldız,Sanat,"Resim ve Çizim, Dans ve Performans Sanatları, Grafik Tasarım"
25030,Emre,Yılmaz,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga"
25031,Ahmet,Demir,Mimar,"Peyzaj Tasarımı, Parklar, Ulaşım ve Altyapı Tasarımı"
25032,Ahmet,Aydın,Teknoloji,"Siber Güvenlik, Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi"
25033,Seda,Aydın,Yemek,"Tatlı, Kafein Kültürü, İtalyan Mutfağı"
25034,Yusuf,Öztürk,Sanat,"Grafik Tasarım, Resim ve Çizim, Dans ve Performans Sanatları"
25035,Fatma,Öztürk,Yemek,"Fransız Mutfağı, Kafein Kültürü, Tatlı"
25036,Seda,Öztürk,Edebiyat,"Tarih, Fantastik Kurgu, Roman Yazımı"
25037,Ali,Kılıç,Teknoloji,"Web Geliştirme, Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik"
25038,Veli,Çelik,Hukuk,"Uluslararası Hukuk ve Diplomasi, Medeni Hukuk ve Aile Hukuku, Ticaret ve Şirket Hukuku"
25039,Emre,Yılmaz,Spor,"Voleybol, Tenis, Fitness"
25040,Seda,Öztürk,Spor,"Voleybol, Futbol, Tenis"
25041,Ali,Karaduman,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Veri Bilimi ve Analitik"
25042,Mehmet,Kılıç,Mimar,"Peyzaj Tasarımı, Endüstriyel Tasarım, Ofis Yapıları"
25043,Ali,Karaduman,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku"
25044,Seda,Çelik,Spor,"Yoga, Voleybol, Bisiklet"
25045,Ayşe,Yılmaz,Müzik,"Pop Müzik, Jazz Müzik, Klasik Müzik"
25046,Yusuf,Kılıç,Spor,"Yüzme, Tenis, Yamaç Paraşütü"
25047,Mehmet,Yıldız,Sağlık,"Meditasyon, Yoga, Psikoloji"
25048,Fatma,Karaduman,Müzik,"Elektronik Müzik, Pop Müzik, Rap"
25049,Ahmet,Şahin,Müzik,"Klasik Müzik, Pop Müzik, Jazz Müzik"
25050,Ali,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları"
25051,Yusuf,Kılıç,Spor,"Fitness, Basketbol, Pilates"
25052,Emre,Yıldız,Sanat,"Grafik Tasarım, Resim ve Çizim, Fotoğrafçılık"
25053,Seda,Yıldız,Mimar,"Peyzaj Tasarımı, Ulaşım ve Altyapı Tasarımı, Ofis Yapıları"
25054,Ayşe,Kaya,Hukuk,"Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları"
25055,Ayşe,Öztürk,Hukuk,"Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı, Medeni Hukuk ve Aile Hukuku"
25056,Ayşe,Kaya,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Grafik Tasarım"
25057,Seda,Öztürk,Sağlık,"Meditasyon, Bitkisel Tedaviler, Diyet"
25058,Seda,Şahin,Edebiyat,"Biyografi, Şiir, Çocuk Edebiyatı"
25059,Emre,Çelik,Edebiyat,"Felsefe, Bilim Kurgu, Tiyatro"
25060,Seda,Çelik,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Bulut Bilişim ve Büyük Veri"
25061,Elif,Kaya,Hukuk,"Gayrimenkul ve Emlak Hukuku, Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku"
25062,Yusuf,Çelik,Sağlık,"Diyet, Yoga, Bitkisel Tedaviler"
25063,Seda,Kaya,Hukuk,"Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku"
25064,Veli,Kaya,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Film Yapımı ve Sinematografi"
25065,Ahmet,Kaya,Yemek,"Vejetaryen Mutfak, Geleneksel Mutfaklar, Fransız Mutfağı"
25066,Ali,Yıldız,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Film Yapımı ve Sinematografi"
25067,Ahmet,Aydın,Yemek,"Kafein Kültürü, Fransız Mutfağı, Deniz Ürünleri"
25068,Fatma,Aydın,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Bulut Bilişim ve Büyük Veri"
25069,Veli,Çelik,Müzik,"Rock Müzik, Rap, Jazz Müzik"
25070,Mehmet,Yıldız,Mimar,"Endüstriyel Tasarım, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler"
25071,Ali,Çelik,Edebiyat,"Biyografi, Fantastik Kurgu, Roman Yazımı"
25072,Ayşe,Yılmaz,Müzik,"Jazz Müzik, Pop Müzik, Rock Müzik"
25073,Ahmet,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku"
25074,Ali,Yılmaz,Teknoloji,"Yazılım Geliştirme, Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi"
25075,Elif,Aydın,Spor,"Basketbol, Futbol, Yoga"
25076,Yusuf,Aydın,Müzik,"Elektronik Müzik, Metal Müzik, Rock Müzik"
25077,Emre,Kılıç,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme"
25078,Ayşe,Yılmaz,Yemek,"Kafein Kültürü, İtalyan Mutfağı, Vejetaryen Mutfak"
25079,Veli,Yıldız,Müzik,"Rock Müzik, Pop Müzik, Jazz Müzik"
25080,Seda,Kılıç,Spor,"Pilates, Bisiklet, Futbol"
25081,Emre,Öztürk,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Moda Tasarımı"
25082,Yusuf,Kaya,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, Uluslararası Hukuk ve Diplomasi"
25083,Yusuf,Yıldız,Hukuk,"İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku"
25084,Seda,Karaduman,Hukuk,"Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı, Ticaret ve Şirket Hukuku"
25085,Mehmet,Karaduman,Sağlık,"Yoga, Bitkisel Tedaviler, Meditasyon"
25086,Elif,Karaduman,Spor,"Yamaç Paraşütü, Yoga, Futbol"
25087,Mehmet,Demir,Teknoloji,"Mobil Uygulama Geliştirme, Web Geliştirme, Siber Güvenlik"
25088,Ayşe,Yıldız,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Deniz Ürünleri"
25089,Ahmet,Aydın,Sağlık,"Meditasyon, Bitkisel Tedaviler, Yoga"
25090,Seda,Kılıç,Sağlık,"Bitkisel Tedaviler, Psikoloji, Yoga"
25091,Ahmet,Çelik,Sağlık,"Yoga, Meditasyon, Psikoloji"
25092,Ahmet,Aydın,Edebiyat,"Fantastik Kurgu, Deneme, Tarih"
25093,Mehmet,Demir,Müzik,"Klasik Müzik, Rock Müzik, Elektronik Müzik"
25094,Elif,Şahin,Yemek,"Deniz Ürünleri, Kafein Kültürü, Vejetaryen Mutfak"
25095,Yusuf,Öztürk,Teknoloji,"Mobil Uygulama Geliştirme, Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi"
25096,Mehmet,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Roman Yazımı, Felsefe"
25097,Emre,Kılıç,Teknoloji,"Otomasyon ve Robotik, Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT)"
25098,Emre,Yıldız,Sanat,"Resim ve Çizim, Grafik Tasarım, Fotoğrafçılık"
25099,Elif,Karaduman,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Resim ve Çizim"
25100,Emre,Çelik,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, Geleneksel Mutfaklar"
25101,Mehmet,Yılmaz,Spor,"Tenis, Pilates, Voleybol"
25102,Ahmet,Yıldız,Edebiyat,"Drama, Biyografi, Şiir"
25103,Ali,Şahin,Sağlık,"Meditasyon, Psikoloji, Yoga"
25104,Fatma,Yıldız,Spor,"Bisiklet, Yoga, Yüzme"
25105,Ali,Karaduman,Spor,"Voleybol, Fitness, Pilates"
25106,Ahmet,Demir,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Ofis Yapıları, Restorasyon"
25107,Ali,Şahin,Teknoloji,"İnternet of Things (IoT), Oyun Geliştirme, Otomasyon ve Robotik"
25108,Veli,Kılıç,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Uluslararası Hukuk ve Diplomasi"
25109,Ali,Yıldız,Müzik,"Halk Müziği, Jazz Müzik, Rap"
25110,Emre,Öztürk,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
25111,Fatma,Karaduman,Spor,"Futbol, Yamaç Paraşütü, Pilates"
25112,Ayşe,Demir,Sağlık,"Yoga, Diyet, Bitkisel Tedaviler"
25113,Elif,Demir,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Oyun Geliştirme"
25114,Mehmet,Çelik,Sağlık,"Diyet, Psikoloji, Meditasyon"
25115,Mehmet,Kaya,Mimar,"Ofis Yapıları, Mimari Teori ve Eleştiri, Peyzaj Tasarımı"
25116,Elif,Aydın,Müzik,"Rock Müzik, Jazz Müzik, Pop Müzik"
25117,Seda,Yıldız,Spor,"Basketbol, Yamaç Paraşütü, Futbol"
25118,Seda,Demir,Teknoloji,"İnternet of Things (IoT), Yapay Zeka ve Makine Öğrenimi, Web Geliştirme"
25119,Emre,Şahin,Yemek,"Deniz Ürünleri, İtalyan Mutfağı, Moleküler Gastronomi"
25120,Veli,Şahin,Sanat,"Grafik Tasarım, Resim ve Çizim, Moda Tasarımı"
25121,Seda,Çelik,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
25122,Emre,Demir,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet"
25123,Ali,Öztürk,Edebiyat,"Biyografi, Çocuk Edebiyatı, Deneme"
25124,Veli,Yılmaz,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, Geleneksel Mutfaklar"
25125,Elif,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, Anayasa Hukuku ve İnsan Hakları"
25126,Fatma,Karaduman,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Grafik Tasarım"
25127,Veli,Karaduman,Yemek,"İtalyan Mutfağı, Kafein Kültürü, Geleneksel Mutfaklar"
25128,Ali,Şahin,Spor,"Yüzme, Yamaç Paraşütü, Futbol"
25129,Yusuf,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme"
25130,Ali,Demir,Müzik,"Metal Müzik, Rock Müzik, Rap"
25131,Fatma,Aydın,Müzik,"Elektronik Müzik, Jazz Müzik, Klasik Müzik"
25132,Fatma,Öztürk,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet"
25133,Veli,Şahin,Edebiyat,"Tiyatro, Bilim Kurgu, Deneme"
25134,Elif,Aydın,Yemek,"Moleküler Gastronomi, İtalyan Mutfağı, Deniz Ürünleri"
25135,Veli,Demir,Sanat,"Fotoğrafçılık, Resim ve Çizim, Tiyatro ve Drama"
25136,Elif,Kılıç,Sanat,"Fotoğrafçılık, Resim ve Çizim, Film Yapımı ve Sinematografi"
25137,Mehmet,Kaya,Spor,"Pilates, Basketbol, Futbol"
25138,Yusuf,Aydın,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga"
25139,Emre,Şahin,Mimar,"Mimari Teori ve Eleştiri, İç Mekan Tasarımı, Parklar"
25140,Fatma,Yıldız,Sağlık,"Diyet, Meditasyon, Bitkisel Tedaviler"
25141,Elif,Aydın,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Tiyatro ve Drama"
25142,Elif,Kılıç,Mimar,"İç Mekan Tasarımı, Peyzaj Tasarımı, Mimari Teori ve Eleştiri"
25143,Emre,Demir,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Fransız Mutfağı"
25144,Ayşe,Yılmaz,Hukuk,"İş Hukuku ve İşçi Hakları, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme"
25145,Emre,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi"
25146,Mehmet,Demir,Müzik,"Klasik Müzik, Pop Müzik, Metal Müzik"
25147,Elif,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Bulut Bilişim ve Büyük Veri, Veri Bilimi ve Analitik"
25148,Seda,Demir,Yemek,"Moleküler Gastronomi, Kafein Kültürü, Deniz Ürünleri"
25149,Ali,Aydın,Yemek,"Vejetaryen Mutfak, Kafein Kültürü, Fransız Mutfağı"
25150,Fatma,Aydın,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku"
25151,Elif,Çelik,Müzik,"Klasik Müzik, Elektronik Müzik, Halk Müziği"
25152,Ayşe,Aydın,Teknoloji,"Otomasyon ve Robotik, Oyun Geliştirme, Siber Güvenlik"
25153,Elif,Kaya,Edebiyat,"Drama, Fantastik Kurgu, Makale"
25154,Fatma,Yıldız,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, İtalyan Mutfağı"
25155,Mehmet,Kaya,Yemek,"Kafein Kültürü, İtalyan Mutfağı, Vejetaryen Mutfak"
25156,Elif,Karaduman,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Grafik Tasarım"
25157,Ayşe,Çelik,Spor,"Bisiklet, Pilates, Yamaç Paraşütü"
25158,Elif,Yılmaz,Sağlık,"Bitkisel Tedaviler, Psikoloji, Diyet"
25159,Seda,Çelik,Yemek,"Izgara Yemekler, Kafein Kültürü, Vejetaryen Mutfak"
25160,Veli,Yıldız,Müzik,"Halk Müziği, Metal Müzik, Pop Müzik"
25161,Seda,Demir,Mimar,"Endüstriyel Tasarım, Parklar, Ofis Yapıları"
25162,Ali,Demir,Yemek,"Vejetaryen Mutfak, İtalyan Mutfağı, Izgara Yemekler"
25163,Ali,Yıldız,Mimar,"Parklar, İç Mekan Tasarımı, Mimari Teori ve Eleştiri"
25164,Yusuf,Şahin,Spor,"Tenis, Pilates, Yüzme"
25165,Mehmet,Yılmaz,Sanat,"Tiyatro ve Drama, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi"
25166,Yusuf,Demir,Edebiyat,"Makale, Tiyatro, Biyografi"
25167,Yusuf,Çelik,Sanat,"Moda Tasarımı, Fotoğrafçılık, Tiyatro ve Drama"
25168,Fatma,Karaduman,Müzik,"Rap, Metal Müzik, Klasik Müzik"
25169,Ali,Öztürk,Edebiyat,"Çocuk Edebiyatı, Bilim Kurgu, Fantastik Kurgu"
25170,Ali,Demir,Yemek,"Deniz Ürünleri, Kafein Kültürü, Vejetaryen Mutfak"
25171,Ahmet,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Gayrimenkul ve Emlak Hukuku"
25172,Emre,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme, Uluslararası Hukuk ve Diplomasi"
25173,Veli,Kılıç,Sağlık,"Bitkisel Tedaviler, Meditasyon, Diyet"
25174,Veli,Aydın,Mimar,"Ofis Yapıları, Parklar, Yapı Teknolojileri ve Malzemeler"
25175,Mehmet,Karaduman,Müzik,"Rock Müzik, Pop Müzik, Jazz Müzik"
25176,Veli,Yıldız,Sağlık,"Diyet, Psikoloji, Yoga"
25177,Fatma,Yıldız,Edebiyat,"Deneme, Biyografi, Makale"
25178,Mehmet,Aydın,Spor,"Yoga, Yamaç Paraşütü, Fitness"
25179,Mehmet,Demir,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Moda Tasarımı"
25180,Ayşe,Yıldız,Spor,"Fitness, Futbol, Tenis"
25181,Emre,Çelik,Teknoloji,"Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT), Otomasyon ve Robotik"
25182,Ali,Şahin,Yemek,"Geleneksel Mutfaklar, Kafein Kültürü, İtalyan Mutfağı"
25183,Ahmet,Şahin,Spor,"Fitness, Bisiklet, Pilates"
25184,Emre,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi"
25185,Mehmet,Kılıç,Edebiyat,"Drama, Bilim Kurgu, Biyografi"
25186,Ali,Aydın,Yemek,"Fransız Mutfağı, Kafein Kültürü, Moleküler Gastronomi"
25187,Veli,Demir,Edebiyat,"Roman Yazımı, Şiir, Tarih"
25188,Ali,Şahin,Müzik,"Halk Müziği, Metal Müzik, Rap"
25189,Seda,Yılmaz,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Resim ve Çizim"
25190,Mehmet,Kaya,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
25191,Seda,Kaya,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
25192,Seda,Kılıç,Mimar,"Ofis Yapıları, Parklar, Peyzaj Tasarımı"
25193,Mehmet,Şahin,Spor,"Bisiklet, Yoga, Tenis"
25194,Ayşe,Yılmaz,Müzik,"Pop Müzik, Halk Müziği, Jazz Müzik"
25195,Elif,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku"
25196,Ayşe,Şahin,Hukuk,"Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi"
25197,Veli,Öztürk,Müzik,"Metal Müzik, Rock Müzik, Halk Müziği"
25198,Emre,Çelik,Teknoloji,"İnternet of Things (IoT), Web Geliştirme, Mobil Uygulama Geliştirme"
25199,Elif,Çelik,Mimar,"Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı, Peyzaj Tasarımı"
25200,Mehmet,Karaduman,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Resim ve Çizim"
25201,Mehmet,Şahin,Teknoloji,"Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi, Veri Bilimi ve Analitik"
25202,Seda,Kılıç,Edebiyat,"Fantastik Kurgu, Tarih, Şiir"
25203,Fatma,Aydın,Sanat,"Fotoğrafçılık, Resim ve Çizim, Dans ve Performans Sanatları"
25204,Fatma,Kaya,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Tiyatro ve Drama"
25205,Seda,Şahin,Spor,"Pilates, Futbol, Yamaç Paraşütü"
25206,Seda,Yılmaz,Teknoloji,"Yazılım Geliştirme, İnternet of Things (IoT), Oyun Geliştirme"
25207,Emre,Çelik,Mimar,"İç Mekan Tasarımı, Ofis Yapıları, Yapı Teknolojileri ve Malzemeler"
25208,Mehmet,Kaya,Spor,"Bisiklet, Fitness, Yoga"
25209,Seda,Kılıç,Edebiyat,"Roman Yazımı, Tarih, Drama"
25210,Emre,Kılıç,Teknoloji,"Web Geliştirme, Siber Güvenlik, Veri Bilimi ve Analitik"
25211,Emre,Kaya,Sağlık,"Meditasyon, Diyet, Bitkisel Tedaviler"
25212,Fatma,Yılmaz,Sağlık,"Yoga, Bitkisel Tedaviler, Meditasyon"
25213,Veli,Aydın,Müzik,"Pop Müzik, Jazz Müzik, Halk Müziği"
25214,Elif,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku"
25215,Seda,Demir,Teknoloji,"Veri Bilimi ve Analitik, Web Geliştirme, Yapay Zeka ve Makine Öğrenimi"
25216,Ayşe,Yıldız,Müzik,"Jazz Müzik, Rock Müzik, Rap"
25217,Elif,Yılmaz,Teknoloji,"Yazılım Geliştirme, Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri"
25218,Seda,Kaya,Teknoloji,"Veri Bilimi ve Analitik, Siber Güvenlik, Web Geliştirme"
25219,Seda,Yıldız,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Izgara Yemekler"
25220,Emre,Yılmaz,Yemek,"Izgara Yemekler, Kafein Kültürü, İtalyan Mutfağı"
25221,Seda,Kılıç,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Moleküler Gastronomi"
25222,Ahmet,Kaya,Mimar,"Yapı Teknolojileri ve Malzemeler, Endüstriyel Tasarım, Parklar"
25223,Veli,Yıldız,Sağlık,"Psikoloji, Meditasyon, Diyet"
25224,Emre,Demir,Mimar,"İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı, Restorasyon"
25225,Fatma,Kılıç,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Resim ve Çizim"
25226,Veli,Karaduman,Mimar,"Peyzaj Tasarımı, Ofis Yapıları, Restorasyon"
25227,Seda,Kılıç,Edebiyat,"Bilim Kurgu, Çocuk Edebiyatı, Deneme"
25228,Emre,Yıldız,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Tiyatro ve Drama"
25229,Fatma,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları"
25230,Elif,Yıldız,Spor,"Pilates, Fitness, Bisiklet"
25231,Mehmet,Yıldız,Edebiyat,"Çocuk Edebiyatı, Felsefe, Tarih"
25232,Ali,Kılıç,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Dans ve Performans Sanatları"
25233,Emre,Demir,Edebiyat,"Roman Yazımı, Deneme, Bilim Kurgu"
25234,Fatma,Aydın,Müzik,"Pop Müzik, Elektronik Müzik, Jazz Müzik"
25235,Veli,Öztürk,Spor,"Basketbol, Fitness, Yoga"
25236,Emre,Kılıç,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, İtalyan Mutfağı"
25237,Mehmet,Çelik,Mimar,"Peyzaj Tasarımı, Restorasyon, Endüstriyel Tasarım"
25238,Fatma,Kılıç,Spor,"Bisiklet, Yüzme, Futbol"
25239,Ali,Demir,Hukuk,"İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku"
25240,Mehmet,Karaduman,Teknoloji,"Siber Güvenlik, Mobil Uygulama Geliştirme, Otomasyon ve Robotik"
25241,Ahmet,Çelik,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Yazılım Geliştirme"
25242,Seda,Yılmaz,Spor,"Bisiklet, Voleybol, Tenis"
25243,Elif,Şahin,Spor,"Futbol, Yüzme, Yamaç Paraşütü"
